0.4 0.4
0.393549 0.493549
0.485788 0.592239
0.59222 0.606432
0.611507 0.519287
0.528188 0.416681
0.416829 0.388641
0.384906 0.468078
0.458305 0.573399
0.572924 0.614618
0.617143 0.54422
0.554514 0.43737
0.43843 0.383916
0.382392 0.443962
0.433547 0.551155
0.549241 0.615694
0.616476 0.567235
0.577357 0.460881
0.463891 0.386534
0.386225 0.422334
0.412888 0.526663
0.522378 0.60949
0.609563 0.587185
0.595636 0.486073
0.491725 0.396089
0.396085 0.40436
0.397132 0.501047
0.494033 0.596901
0.596899 0.602866
0.608743 0.511843
0.520109 0.411366
0.41142 0.391311
0.386808 0.475388
0.466084 0.579277
0.57902 0.612936
0.616143 0.537122
0.54716 0.431017
0.431704 0.384544
0.382468 0.450764
0.440368 0.557901
0.556515 0.616147
0.617327 0.560812
0.571154 0.453826
0.456173 0.385019
0.384468 0.428295
0.418412 0.533944
0.530418 0.612006
0.61219 0.581773
0.590836 0.478646
0.483497 0.392661
0.392632 0.409134
0.401174 0.508542
0.502312 0.601139
0.601139 0.598826
0.605497 0.504358
0.511916 0.406419
0.40643 0.394514
0.389216 0.482786
0.474054 0.584838
0.584723 0.610669
0.614614 0.529891
0.539544 0.42493
0.425335 0.385791
0.383082 0.457747
0.447511 0.564429
0.563483 0.615971
0.617641 0.554159
0.564582 0.446941
0.448699 0.384117
0.383233 0.434534
0.424337 0.541104
0.538286 0.613949
0.614317 0.576031
0.585611 0.471293
0.475362 0.389752
0.389654 0.414291
0.40566 0.516007
0.510579 0.604918
0.604926 0.594347
0.601785 0.496859
0.503656 0.401872
0.401872 0.398216
0.392116 0.490244
0.482169 0.590054
0.590016 0.607847
0.61257 0.522554
0.531708 0.419137
0.419347 0.387639
0.384231 0.464884
0.454942 0.570711
0.570111 0.615169
0.617415 0.547304
0.557668 0.440253
0.441507 0.383839
0.382531 0.441024
0.430645 0.548114
0.54594 0.615295
0.61593 0.56999
0.579973 0.464043
0.467366 0.387393
0.387165 0.419798
0.410581 0.523416
0.518785 0.608205
0.608248 0.589463
0.597618 0.48937
0.495376 0.397758
0.397758 0.402382
0.395493 0.497735
0.490385 0.594893
0.594887 0.604501
0.610023 0.515137
0.523693 0.413669
0.413757 0.390064
0.385905 0.472148
0.462624 0.576719
0.576376 0.613752
0.61665 0.540274
0.550441 0.433791
0.434631 0.38419
0.382368 0.447736
0.437315 0.554948
0.553339 0.616024
0.617017 0.563678
0.573939 0.456922
0.459553 0.385614
0.38518 0.425627
0.415923 0.530743
0.526886 0.610964
0.611091 0.584205
0.593009 0.481917
0.487122 0.394113
0.394099 0.406977
0.399334 0.505235
0.498656 0.599322
0.599322 0.600666
0.606989 0.507667
0.515545 0.408556
0.408581 0.393036
0.388091 0.479511
0.470514 0.582423
0.582255 0.61174
0.615354 0.533099
0.542936 0.427583
0.428102 0.385165
0.382745 0.454643
0.44432 0.561575
0.560446 0.616126
0.617569 0.557123
0.567528 0.449958
0.451966 0.384439
0.383713 0.431746
0.421672 0.53796
0.534836 0.613163
0.613441 0.578605
0.587969 0.474529
0.47894 0.390971
0.390909 0.411969
0.403625 0.512716
0.506933 0.603308
0.60331 0.596377
0.603481 0.50017
0.507309 0.403828
0.403831 0.396522
0.390776 0.486945
0.478571 0.587795
0.587731 0.60916
0.613536 0.525805
0.535192 0.421657
0.421943 0.386751
0.383659 0.461716
0.451628 0.567969
0.567228 0.6156
0.617581 0.550354
0.560761 0.44318
0.444645 0.383884
0.382775 0.438129
0.427814 0.545039
0.54259 0.614776
0.615282 0.572693
0.582512 0.46723
0.470877 0.388365
0.388202 0.417325
0.408356 0.520153
0.515172 0.606817
0.60684 0.591667
0.599513 0.492673
0.499032 0.399519
0.399519 0.400487
0.393944 0.494425
0.486748 0.592804
0.592789 0.606041
0.611209 0.51842
0.527251 0.416042
0.416175 0.388924
0.385102 0.468927
0.459204 0.574102
0.573656 0.614453
0.617054 0.543398
0.553669 0.436615
0.437626 0.383957
0.382373 0.444747
0.434327 0.551954
0.550106 0.615779
0.616603 0.566497
0.576651 0.460049
0.462978 0.386326
0.385993 0.423016
0.413513 0.52752
0.523325 0.609813
0.609896 0.586571
0.595098 0.485202
0.49076 0.395663
0.395657 0.404897
0.397582 0.501924
0.495 0.597419
0.597418 0.602418
0.608388 0.51097
0.519156 0.410768
0.410814 0.391658
0.387064 0.476249
0.467007 0.579944
0.579708 0.612701
0.615991 0.536283
0.546282 0.430291
0.43094 0.384658
0.382512 0.451571
0.441187 0.558676
0.557347 0.616159
0.617392 0.560045
0.570404 0.453012
0.455286 0.384882
0.384296 0.42901
0.419084 0.534788
0.531347 0.612263
0.612465 0.581118
0.590247 0.477782
0.482541 0.392294
0.392259 0.409718
0.401676 0.509417
0.50328 0.601605
0.601605 0.598325
0.605087 0.503482
0.510953 0.405866
0.405875 0.394922
0.38953 0.483655
0.474996 0.585466
0.585364 0.610367
0.614402 0.529038
0.538639 0.424237
0.424615 0.385977
0.383189 0.458574
0.448366 0.565177
0.564276 0.61591
0.617643 0.553367
0.563791 0.446148
0.447843 0.384052
0.383123 0.43528
0.425055 0.541932
0.539193 0.614138
